Word,Frames path
SURE,E:/augmentation\SURE\SURE (1)_aug_0.jpg
SURE,E:/augmentation\SURE\SURE (2)_aug_1.jpg
SURE,E:/augmentation\SURE\SURE (3)_aug_2.jpg
SURE,E:/augmentation\SURE\SURE (4)_aug_3.jpg
SURE,E:/augmentation\SURE\SURE (5)_aug_4.jpg
SURE,E:/augmentation\SURE\SURE (6)_aug_5.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (1)_aug_0.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (2)_aug_1.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (3)_aug_2.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (4)_aug_3.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (5)_aug_4.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (6)_aug_5.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (7)_aug_6.jpg
TAKE CARE,E:/augmentation\TAKE CARE\TAKE CARE (8)_aug_7.jpg
TAKE TIME,E:/augmentation\TAKE TIME\TIME (1)_aug_0.jpg
TAKE TIME,E:/augmentation\TAKE TIME\TIME (2)_aug_1.jpg
TAKE TIME,E:/augmentation\TAKE TIME\TIME (3)_aug_2.jpg
TAKE TIME,E:/augmentation\TAKE TIME\TIME (4)_aug_3.jpg
TAKE TIME,E:/augmentation\TAKE TIME\TIME (5)_aug_4.jpg
TAKE TIME,E:/augmentation\TAKE TIME\TIME (6)_aug_5.jpg
TAKE TIME,E:/augmentation\TAKE TIME\TIME (7)_aug_6.jpg
TALK,E:/augmentation\TALK\TALK-1_aug_0.jpg
TALK,E:/augmentation\TALK\TALK-2_aug_1.jpg
TALK,E:/augmentation\TALK\TALK-3_aug_2.jpg
TALK,E:/augmentation\TALK\TALK-4_aug_3.jpg
TALK,E:/augmentation\TALK\TALK-5_aug_4.jpg
TALK,E:/augmentation\TALK\TALK-6_aug_5.jpg
TALK,E:/augmentation\TALK\TALK-7_aug_6.jpg
TELL,E:/augmentation\TELL\TELL  (1)_aug_0.jpg
TELL,E:/augmentation\TELL\TELL  (2)_aug_1.jpg
TELL,E:/augmentation\TELL\TELL  (3)_aug_2.jpg
TELL,E:/augmentation\TELL\TELL (1)_aug_3.jpg
TELL,E:/augmentation\TELL\TELL (2)_aug_4.jpg
TELL,E:/augmentation\TELL\TELL (3)_aug_5.jpg
TELL,E:/augmentation\TELL\TELL (4)_aug_6.jpg
TELL,E:/augmentation\TELL\TELL (5)_aug_7.jpg
TELL,E:/augmentation\TELL\TELL_aug_8.jpg
THANK,E:/augmentation\THANK\THANK (2)_aug_0.jpg
THANK,E:/augmentation\THANK\THANK (3)_aug_1.jpg
THANK,E:/augmentation\THANK\THANK (4)_aug_2.jpg
THANK,E:/augmentation\THANK\THANK (5)_aug_3.jpg
THANK,E:/augmentation\THANK\THANK (6)_aug_4.jpg
THANK,E:/augmentation\THANK\THANK (7)_aug_5.jpg
THANK,E:/augmentation\THANK\THANK-1_aug_6.jpg
THANK,E:/augmentation\THANK\THANK-2_aug_7.jpg
THANK,E:/augmentation\THANK\THANK-3_aug_8.jpg
THANK,E:/augmentation\THANK\THANK-4_aug_9.jpg
THANK,E:/augmentation\THANK\THANK-5_aug_10.jpg
THANK,E:/augmentation\THANK\THANK-6_aug_11.jpg
THANK,E:/augmentation\THANK\THANK-7_aug_12.jpg
THANK,E:/augmentation\THANK\THANK_aug_13.jpg
THAT,E:/augmentation\THAT\THAT (1)_aug_0.jpg
THAT,E:/augmentation\THAT\THAT (10)_aug_1.jpg
THAT,E:/augmentation\THAT\THAT (11)_aug_2.jpg
THAT,E:/augmentation\THAT\THAT (12)_aug_3.jpg
THAT,E:/augmentation\THAT\THAT (2)_aug_4.jpg
THAT,E:/augmentation\THAT\THAT (3)_aug_5.jpg
THAT,E:/augmentation\THAT\THAT (4)_aug_6.jpg
THAT,E:/augmentation\THAT\THAT (5)_aug_7.jpg
THAT,E:/augmentation\THAT\THAT (6)_aug_8.jpg
THAT,E:/augmentation\THAT\THAT (7)_aug_9.jpg
THAT,E:/augmentation\THAT\THAT (8)_aug_10.jpg
THAT,E:/augmentation\THAT\THAT (9)_aug_11.jpg
THINGS,E:/augmentation\THINGS\THINGS (1)_aug_0.jpg
THINGS,E:/augmentation\THINGS\THINGS (2)_aug_1.jpg
THINGS,E:/augmentation\THINGS\THINGS (3)_aug_2.jpg
THINK,E:/augmentation\THINK\THINK-1_aug_0.jpg
THINK,E:/augmentation\THINK\THINK-2_aug_1.jpg
THINK,E:/augmentation\THINK\THINK-3_aug_2.jpg
THINK,E:/augmentation\THINK\THINK-4_aug_3.jpg
THINK,E:/augmentation\THINK\THINK-5_aug_4.jpg
THINK,E:/augmentation\THINK\THINK-6_aug_5.jpg
THINK,E:/augmentation\THINK\THINK-7_aug_6.jpg
THIRSTY,E:/augmentation\THIRSTY\THIRSTY-1_aug_0.jpg
THIRSTY,E:/augmentation\THIRSTY\THIRSTY-2_aug_1.jpg
THIRSTY,E:/augmentation\THIRSTY\THIRSTY-3_aug_2.jpg
THIRSTY,E:/augmentation\THIRSTY\THIRSTY-4_aug_3.jpg
THIRSTY,E:/augmentation\THIRSTY\THIRSTY-5_aug_4.jpg
THIRSTY,E:/augmentation\THIRSTY\THIRSTY-6_aug_5.jpg
THIRSTY,E:/augmentation\THIRSTY\THIRSTY-7_aug_6.jpg
TIRED,E:/augmentation\TIRED\TIRED (1)_aug_0.jpg
TIRED,E:/augmentation\TIRED\TIRED (2)_aug_1.jpg
TIRED,E:/augmentation\TIRED\TIRED (3)_aug_2.jpg
TIRED,E:/augmentation\TIRED\TIRED (4)_aug_3.jpg
TIRED,E:/augmentation\TIRED\TIRED (5)_aug_4.jpg
TIRED,E:/augmentation\TIRED\TIRED (6)_aug_5.jpg
TODAY,E:/augmentation\TODAY\TODAY (1)_aug_0.jpg
TODAY,E:/augmentation\TODAY\TODAY (2)_aug_1.jpg
TODAY,E:/augmentation\TODAY\TODAY (3)_aug_2.jpg
TODAY,E:/augmentation\TODAY\TODAY (4)_aug_3.jpg
TODAY,E:/augmentation\TODAY\TODAY (5)_aug_4.jpg
TODAY,E:/augmentation\TODAY\TODAY (6)_aug_5.jpg
TODAY,E:/augmentation\TODAY\TODAY (7)_aug_6.jpg
TRAIN,E:/augmentation\TRAIN\TRAIN (2)_aug_0.jpg
TRAIN,E:/augmentation\TRAIN\TRAIN (3)_aug_1.jpg
TRAIN,E:/augmentation\TRAIN\TRAIN (4)_aug_2.jpg
TRAIN,E:/augmentation\TRAIN\TRAIN (5)_aug_3.jpg
TRAIN,E:/augmentation\TRAIN\TRAIN_aug_4.jpg
TRUST,E:/augmentation\TRUST\TRUST (1)_aug_0.jpg
TRUST,E:/augmentation\TRUST\TRUST (2)_aug_1.jpg
TRUST,E:/augmentation\TRUST\TRUST (3)_aug_2.jpg
TRUST,E:/augmentation\TRUST\TRUST (4)_aug_3.jpg
TRUTH,E:/augmentation\TRUTH\TRUTH (1)_aug_0.jpg
TRUTH,E:/augmentation\TRUTH\TRUTH (2)_aug_1.jpg
TRUTH,E:/augmentation\TRUTH\TRUTH (3)_aug_2.jpg
TRUTH,E:/augmentation\TRUTH\TRUTH_aug_3.jpg
TURN ON,E:/augmentation\TURN ON\TURN ON (1)_aug_0.jpg
TURN ON,E:/augmentation\TURN ON\TURN ON (2)_aug_1.jpg
TURN ON,E:/augmentation\TURN ON\TURN ON (3)_aug_2.jpg
TURN ON,E:/augmentation\TURN ON\TURN ON (4)_aug_3.jpg
TURN ON,E:/augmentation\TURN ON\TURN ON (5)_aug_4.jpg
TURN ON,E:/augmentation\TURN ON\TURN ON (6)_aug_5.jpg
UNDERSTAND,E:/augmentation\UNDERSTAND\UNDERSTAND (1)_aug_0.jpg
UNDERSTAND,E:/augmentation\UNDERSTAND\UNDERSTAND (2)_aug_1.jpg
UNDERSTAND,E:/augmentation\UNDERSTAND\UNDERSTAND (3)_aug_2.jpg
UNDERSTAND,E:/augmentation\UNDERSTAND\UNDERSTAND (4)_aug_3.jpg
UNDERSTAND,E:/augmentation\UNDERSTAND\UNDERSTAND (5)_aug_4.jpg
WANT,E:/augmentation\WANT\want-1_aug_0.jpg
WANT,E:/augmentation\WANT\want-4_aug_1.jpg
WANT,E:/augmentation\WANT\want-5_aug_2.jpg
WANT,E:/augmentation\WANT\want-6_aug_3.jpg
WANT,E:/augmentation\WANT\want_aug_4.jpg
WATER,E:/augmentation\WATER\WATER (1)_aug_0.jpg
WATER,E:/augmentation\WATER\WATER (10)_aug_1.jpg
WATER,E:/augmentation\WATER\WATER (11)_aug_2.jpg
WATER,E:/augmentation\WATER\WATER (12)_aug_3.jpg
WATER,E:/augmentation\WATER\WATER (13)_aug_4.jpg
WATER,E:/augmentation\WATER\WATER (14)_aug_5.jpg
WATER,E:/augmentation\WATER\WATER (15)_aug_6.jpg
WATER,E:/augmentation\WATER\WATER (16)_aug_7.jpg
WATER,E:/augmentation\WATER\WATER (17)_aug_8.jpg
WATER,E:/augmentation\WATER\WATER (18)_aug_9.jpg
WATER,E:/augmentation\WATER\WATER (19)_aug_10.jpg
WATER,E:/augmentation\WATER\WATER (20)_aug_11.jpg
WATER,E:/augmentation\WATER\WATER (21)_aug_12.jpg
WATER,E:/augmentation\WATER\WATER (22)_aug_13.jpg
WATER,E:/augmentation\WATER\WATER (23)_aug_14.jpg
WATER,E:/augmentation\WATER\WATER (24)_aug_15.jpg
WATER,E:/augmentation\WATER\WATER (25)_aug_16.jpg
WATER,E:/augmentation\WATER\WATER (26)_aug_17.jpg
WATER,E:/augmentation\WATER\WATER (27)_aug_18.jpg
WATER,E:/augmentation\WATER\WATER (8)_aug_19.jpg
WATER,E:/augmentation\WATER\WATER (9)_aug_20.jpg
WEAR,E:/augmentation\WEAR\WEAR (1)_aug_0.jpg
WEAR,E:/augmentation\WEAR\WEAR (2)_aug_1.jpg
WEAR,E:/augmentation\WEAR\WEAR (3)_aug_2.jpg
WEAR,E:/augmentation\WEAR\WEAR (4)_aug_3.jpg
WEAR,E:/augmentation\WEAR\WEAR (5)_aug_4.jpg
WEAR,E:/augmentation\WEAR\WEAR (6)_aug_5.jpg
WEAR,E:/augmentation\WEAR\WEAR (7)_aug_6.jpg
WELCOME,E:/augmentation\WELCOME\WELCOME (1)_aug_0.jpg
WELCOME,E:/augmentation\WELCOME\WELCOME (2)_aug_1.jpg
WELCOME,E:/augmentation\WELCOME\WELCOME (3)_aug_2.jpg
WELCOME,E:/augmentation\WELCOME\WELCOME (4)_aug_3.jpg
WELCOME,E:/augmentation\WELCOME\WELCOME (5)_aug_4.jpg
WHAT,E:/augmentation\WHAT\WHAT (1)_aug_0.jpg
WHAT,E:/augmentation\WHAT\WHAT (10)_aug_1.jpg
WHAT,E:/augmentation\WHAT\WHAT (11)_aug_2.jpg
WHAT,E:/augmentation\WHAT\WHAT (12)_aug_3.jpg
WHAT,E:/augmentation\WHAT\WHAT (13)_aug_4.jpg
WHAT,E:/augmentation\WHAT\WHAT (14)_aug_5.jpg
WHAT,E:/augmentation\WHAT\WHAT (15)_aug_6.jpg
WHAT,E:/augmentation\WHAT\WHAT (16)_aug_7.jpg
WHAT,E:/augmentation\WHAT\WHAT (2)_aug_8.jpg
WHAT,E:/augmentation\WHAT\WHAT (3)_aug_9.jpg
WHAT,E:/augmentation\WHAT\WHAT (4)_aug_10.jpg
WHAT,E:/augmentation\WHAT\WHAT (5)_aug_11.jpg
WHAT,E:/augmentation\WHAT\WHAT (6)_aug_12.jpg
WHAT,E:/augmentation\WHAT\WHAT (7)_aug_13.jpg
WHAT,E:/augmentation\WHAT\WHAT (8)_aug_14.jpg
WHAT,E:/augmentation\WHAT\WHAT (9)_aug_15.jpg
WHAT,E:/augmentation\WHAT\WHAT-1 (2)_aug_16.jpg
WHAT,E:/augmentation\WHAT\what-1_aug_17.jpg
WHAT,E:/augmentation\WHAT\WHAT-2 (1)_aug_18.jpg
WHAT,E:/augmentation\WHAT\WHAT-2 (2)_aug_19.jpg
WHAT,E:/augmentation\WHAT\WHAT-3 (2)_aug_20.jpg
WHAT,E:/augmentation\WHAT\what-3_aug_21.jpg
WHAT,E:/augmentation\WHAT\WHAT-4 (2)_aug_22.jpg
WHAT,E:/augmentation\WHAT\what-4_aug_23.jpg
WHAT,E:/augmentation\WHAT\WHAT-5 (2)_aug_24.jpg
WHAT,E:/augmentation\WHAT\what-5_aug_25.jpg
WHAT,E:/augmentation\WHAT\WHAT-6 (2)_aug_26.jpg
WHAT,E:/augmentation\WHAT\what-6_aug_27.jpg
WHAT,E:/augmentation\WHAT\WHAT-7 (2)_aug_28.jpg
WHAT,E:/augmentation\WHAT\what-7_aug_29.jpg
WHAT,E:/augmentation\WHAT\WHAT_aug_30.jpg
WHERE,E:/augmentation\WHERE\WHERE-1_aug_0.jpg
WHERE,E:/augmentation\WHERE\WHERE-2_aug_1.jpg
WHERE,E:/augmentation\WHERE\WHERE-3_aug_2.jpg
WHERE,E:/augmentation\WHERE\WHERE-4_aug_3.jpg
WHERE,E:/augmentation\WHERE\WHERE-5_aug_4.jpg
WHERE,E:/augmentation\WHERE\WHERE-6_aug_5.jpg
WHERE,E:/augmentation\WHERE\WHERE-7_aug_6.jpg
WHO,E:/augmentation\WHO\WHO-1_aug_0.jpg
WHO,E:/augmentation\WHO\WHO-2_aug_1.jpg
WHO,E:/augmentation\WHO\WHO-3_aug_2.jpg
WHO,E:/augmentation\WHO\WHO-4_aug_3.jpg
WHO,E:/augmentation\WHO\WHO-5_aug_4.jpg
WHO,E:/augmentation\WHO\WHO-6_aug_5.jpg
WHO,E:/augmentation\WHO\WHO-7_aug_6.jpg
WORRY,E:/augmentation\WORRY\WORRY (1)_aug_0.jpg
WORRY,E:/augmentation\WORRY\WORRY (2)_aug_1.jpg
WORRY,E:/augmentation\WORRY\WORRY (3)_aug_2.jpg
WORRY,E:/augmentation\WORRY\WORRY (4)_aug_3.jpg
YOU,E:/augmentation\YOU\YOU (1)_aug_0.jpg
YOU,E:/augmentation\YOU\YOU (10)_aug_1.jpg
YOU,E:/augmentation\YOU\YOU (11)_aug_2.jpg
YOU,E:/augmentation\YOU\YOU (12)_aug_3.jpg
YOU,E:/augmentation\YOU\YOU (13)_aug_4.jpg
YOU,E:/augmentation\YOU\YOU (14)_aug_5.jpg
YOU,E:/augmentation\YOU\YOU (15)_aug_6.jpg
YOU,E:/augmentation\YOU\YOU (16)_aug_7.jpg
YOU,E:/augmentation\YOU\YOU (17)_aug_8.jpg
YOU,E:/augmentation\YOU\YOU (18)_aug_9.jpg
YOU,E:/augmentation\YOU\YOU (19)_aug_10.jpg
YOU,E:/augmentation\YOU\YOU (2)_aug_11.jpg
YOU,E:/augmentation\YOU\YOU (20)_aug_12.jpg
YOU,E:/augmentation\YOU\YOU (21)_aug_13.jpg
YOU,E:/augmentation\YOU\YOU (22)_aug_14.jpg
YOU,E:/augmentation\YOU\YOU (23)_aug_15.jpg
YOU,E:/augmentation\YOU\YOU (24)_aug_16.jpg
YOU,E:/augmentation\YOU\YOU (25)_aug_17.jpg
YOU,E:/augmentation\YOU\YOU (26)_aug_18.jpg
YOU,E:/augmentation\YOU\YOU (27)_aug_19.jpg
YOU,E:/augmentation\YOU\YOU (28)_aug_20.jpg
YOU,E:/augmentation\YOU\YOU (29)_aug_21.jpg
YOU,E:/augmentation\YOU\YOU (3)_aug_22.jpg
YOU,E:/augmentation\YOU\YOU (30)_aug_23.jpg
YOU,E:/augmentation\YOU\YOU (31)_aug_24.jpg
YOU,E:/augmentation\YOU\YOU (32)_aug_25.jpg
YOU,E:/augmentation\YOU\YOU (33)_aug_26.jpg
YOU,E:/augmentation\YOU\YOU (34)_aug_27.jpg
YOU,E:/augmentation\YOU\YOU (35)_aug_28.jpg
YOU,E:/augmentation\YOU\YOU (36)_aug_29.jpg
YOU,E:/augmentation\YOU\YOU (37)_aug_30.jpg
YOU,E:/augmentation\YOU\YOU (38)_aug_31.jpg
YOU,E:/augmentation\YOU\YOU (39)_aug_32.jpg
YOU,E:/augmentation\YOU\YOU (4)_aug_33.jpg
YOU,E:/augmentation\YOU\YOU (40)_aug_34.jpg
YOU,E:/augmentation\YOU\YOU (41)_aug_35.jpg
YOU,E:/augmentation\YOU\YOU (42)_aug_36.jpg
YOU,E:/augmentation\YOU\YOU (43)_aug_37.jpg
YOU,E:/augmentation\YOU\YOU (44)_aug_38.jpg
YOU,E:/augmentation\YOU\YOU (45)_aug_39.jpg
YOU,E:/augmentation\YOU\YOU (46)_aug_40.jpg
YOU,E:/augmentation\YOU\YOU (47)_aug_41.jpg
YOU,E:/augmentation\YOU\YOU (48)_aug_42.jpg
YOU,E:/augmentation\YOU\YOU (5)_aug_43.jpg
YOU,E:/augmentation\YOU\YOU (6)_aug_44.jpg
YOU,E:/augmentation\YOU\YOU (7)_aug_45.jpg
YOU,E:/augmentation\YOU\YOU (8)_aug_46.jpg
YOU,E:/augmentation\YOU\YOU (9)_aug_47.jpg
YOU,E:/augmentation\YOU\you-1 (2)_aug_48.jpg
YOU,E:/augmentation\YOU\YOU-1 (3)_aug_49.jpg
YOU,E:/augmentation\YOU\YOU-1 (4)_aug_50.jpg
YOU,E:/augmentation\YOU\YOU-1 (5)_aug_51.jpg
YOU,E:/augmentation\YOU\YOU-1 (6)_aug_52.jpg
YOU,E:/augmentation\YOU\YOU-1 (7)_aug_53.jpg
YOU,E:/augmentation\YOU\YOU-1 (8)_aug_54.jpg
YOU,E:/augmentation\YOU\YOU-1 (9)_aug_55.jpg
YOU,E:/augmentation\YOU\YOU-1_aug_56.jpg
YOU,E:/augmentation\YOU\YOU-2 (2)_aug_57.jpg
YOU,E:/augmentation\YOU\YOU-2 (3)_aug_58.jpg
YOU,E:/augmentation\YOU\YOU-2 (4)_aug_59.jpg
YOU,E:/augmentation\YOU\YOU-2_aug_60.jpg
YOU,E:/augmentation\YOU\you-3 (2)_aug_61.jpg
YOU,E:/augmentation\YOU\YOU-3 (3)_aug_62.jpg
YOU,E:/augmentation\YOU\YOU-3 (4)_aug_63.jpg
YOU,E:/augmentation\YOU\YOU-3 (5)_aug_64.jpg
YOU,E:/augmentation\YOU\YOU-3 (6)_aug_65.jpg
YOU,E:/augmentation\YOU\YOU-3 (7)_aug_66.jpg
YOU,E:/augmentation\YOU\YOU-3 (8)_aug_67.jpg
YOU,E:/augmentation\YOU\YOU-3 (9)_aug_68.jpg
YOU,E:/augmentation\YOU\YOU-3_aug_69.jpg
YOU,E:/augmentation\YOU\you-4 (2)_aug_70.jpg
YOU,E:/augmentation\YOU\YOU-4 (3)_aug_71.jpg
YOU,E:/augmentation\YOU\YOU-4 (4)_aug_72.jpg
YOU,E:/augmentation\YOU\YOU-4 (5)_aug_73.jpg
YOU,E:/augmentation\YOU\YOU-4 (6)_aug_74.jpg
YOU,E:/augmentation\YOU\YOU-4 (7)_aug_75.jpg
YOU,E:/augmentation\YOU\YOU-4 (8)_aug_76.jpg
YOU,E:/augmentation\YOU\YOU-4 (9)_aug_77.jpg
YOU,E:/augmentation\YOU\YOU-4_aug_78.jpg
YOU,E:/augmentation\YOU\YOU-5 (2)_aug_79.jpg
YOU,E:/augmentation\YOU\YOU-5 (3)_aug_80.jpg
YOU,E:/augmentation\YOU\YOU-5 (4)_aug_81.jpg
YOU,E:/augmentation\YOU\YOU-5 (5)_aug_82.jpg
YOU,E:/augmentation\YOU\YOU-5 (6)_aug_83.jpg
YOU,E:/augmentation\YOU\YOU-5 (7)_aug_84.jpg
YOU,E:/augmentation\YOU\YOU-5 (8)_aug_85.jpg
YOU,E:/augmentation\YOU\YOU-5_aug_86.jpg
YOU,E:/augmentation\YOU\you-55_aug_87.jpg
YOU,E:/augmentation\YOU\you-6 (2)_aug_88.jpg
YOU,E:/augmentation\YOU\YOU-6 (3)_aug_89.jpg
YOU,E:/augmentation\YOU\YOU-6 (4)_aug_90.jpg
YOU,E:/augmentation\YOU\YOU-6 (5)_aug_91.jpg
YOU,E:/augmentation\YOU\YOU-6 (6)_aug_92.jpg
YOU,E:/augmentation\YOU\YOU-6 (7)_aug_93.jpg
YOU,E:/augmentation\YOU\YOU-6 (8)_aug_94.jpg
YOU,E:/augmentation\YOU\YOU-6 (9)_aug_95.jpg
YOU,E:/augmentation\YOU\YOU-6_aug_96.jpg
YOU,E:/augmentation\YOU\you-7 (2)_aug_97.jpg
YOU,E:/augmentation\YOU\YOU-7 (3)_aug_98.jpg
YOU,E:/augmentation\YOU\YOU-7 (4)_aug_99.jpg
YOU,E:/augmentation\YOU\YOU-7 (5)_aug_100.jpg
YOU,E:/augmentation\YOU\YOU-7 (6)_aug_101.jpg
YOU,E:/augmentation\YOU\YOU-7 (7)_aug_102.jpg
YOU,E:/augmentation\YOU\YOU-7_aug_103.jpg
YOU,E:/augmentation\YOU\YOU_aug_104.jpg
YOU,E:/augmentation\YOU\YOUR (1)_aug_105.jpg
YOU,E:/augmentation\YOU\YOUR (2)_aug_106.jpg
YOU,E:/augmentation\YOU\YOUR (3)_aug_107.jpg
YOU,E:/augmentation\YOU\YOUR-1_aug_108.jpg
YOU,E:/augmentation\YOU\YOUR_aug_109.jpg
A LOT,E:/new_augmentation\A LOT\A LOT (1)_new_aug_0.jpg
A LOT,E:/new_augmentation\A LOT\A LOT (2)_new_aug_1.jpg
A LOT,E:/new_augmentation\A LOT\A LOT (3)_new_aug_2.jpg
A LOT,E:/new_augmentation\A LOT\A LOT (4)_new_aug_3.jpg
ABUSE,E:/new_augmentation\ABUSE\ABUSE (1)_new_aug_0.jpg
ABUSE,E:/new_augmentation\ABUSE\ABUSE (2)_new_aug_1.jpg
ABUSE,E:/new_augmentation\ABUSE\ABUSE (3)_new_aug_2.jpg
ABUSE,E:/new_augmentation\ABUSE\ABUSE (4)_new_aug_3.jpg
ABUSE,E:/new_augmentation\ABUSE\ABUSE (5)_new_aug_4.jpg
AFRAID,E:/new_augmentation\AFRAID\AFRAID (1)_new_aug_0.jpg
AFRAID,E:/new_augmentation\AFRAID\AFRAID (2)_new_aug_1.jpg
AFRAID,E:/new_augmentation\AFRAID\AFRAID (3)_new_aug_2.jpg
AFRAID,E:/new_augmentation\AFRAID\AFRAID (4)_new_aug_3.jpg
AFRAID,E:/new_augmentation\AFRAID\AFRAID (5)_new_aug_4.jpg
AFRAID,E:/new_augmentation\AFRAID\AFRAID (6)_new_aug_5.jpg
AGREE,E:/new_augmentation\AGREE\AGREE (1)_new_aug_0.jpg
AGREE,E:/new_augmentation\AGREE\AGREE (2)_new_aug_1.jpg
AGREE,E:/new_augmentation\AGREE\AGREE (3)_new_aug_2.jpg
AGREE,E:/new_augmentation\AGREE\AGREE (4)_new_aug_3.jpg
AGREE,E:/new_augmentation\AGREE\AGREE (5)_new_aug_4.jpg
AGREE,E:/new_augmentation\AGREE\AGREE (6)_new_aug_5.jpg
AGREE,E:/new_augmentation\AGREE\AGREE (7)_new_aug_6.jpg
ALL,E:/new_augmentation\ALL\ALL (1)_new_aug_0.jpg
ALL,E:/new_augmentation\ALL\ALL (2)_new_aug_1.jpg
ALL,E:/new_augmentation\ALL\ALL (3)_new_aug_2.jpg
ALL,E:/new_augmentation\ALL\ALL (4)_new_aug_3.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (1)_new_aug_0.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (10)_new_aug_1.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (2)_new_aug_2.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (3)_new_aug_3.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (4)_new_aug_4.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (5)_new_aug_5.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (6)_new_aug_6.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (7)_new_aug_7.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (8)_new_aug_8.jpg
ANGRY,E:/new_augmentation\ANGRY\ANGRY (9)_new_aug_9.jpg
ANYTHING,E:/new_augmentation\ANYTHING\ANYTHING (1)_new_aug_0.jpg
ANYTHING,E:/new_augmentation\ANYTHING\ANYTHING (2)_new_aug_1.jpg
ANYTHING,E:/new_augmentation\ANYTHING\ANYTHING (3)_new_aug_2.jpg
ANYTHING,E:/new_augmentation\ANYTHING\ANYTHING (4)_new_aug_3.jpg
APPRECIATE,E:/new_augmentation\APPRECIATE\APPRECIATE (1)_new_aug_0.jpg
APPRECIATE,E:/new_augmentation\APPRECIATE\APPRECIATE (2)_new_aug_1.jpg
APPRECIATE,E:/new_augmentation\APPRECIATE\APPRECIATE (3)_new_aug_2.jpg
APPRECIATE,E:/new_augmentation\APPRECIATE\APPRECIATE (4)_new_aug_3.jpg
APPRECIATE,E:/new_augmentation\APPRECIATE\APPRECIATE (5)_new_aug_4.jpg
BAD,E:/new_augmentation\BAD\BAD (1)_new_aug_0.jpg
BAD,E:/new_augmentation\BAD\BAD (2)_new_aug_1.jpg
BAD,E:/new_augmentation\BAD\BAD (3)_new_aug_2.jpg
BAD,E:/new_augmentation\BAD\BAD (4)_new_aug_3.jpg
BAD,E:/new_augmentation\BAD\BAD (5)_new_aug_4.jpg
BEAUTIFUL,E:/new_augmentation\BEAUTIFUL\BEAUTIFUL (1)_new_aug_0.jpg
BEAUTIFUL,E:/new_augmentation\BEAUTIFUL\BEAUTIFUL (2)_new_aug_1.jpg
BEAUTIFUL,E:/new_augmentation\BEAUTIFUL\BEAUTIFUL (3)_new_aug_2.jpg
BEAUTIFUL,E:/new_augmentation\BEAUTIFUL\BEAUTIFUL (4)_new_aug_3.jpg
BEAUTIFUL,E:/new_augmentation\BEAUTIFUL\BEAUTIFUL (5)_new_aug_4.jpg
BECOME,E:/new_augmentation\BECOME\BECOME (1)_new_aug_0.jpg
BECOME,E:/new_augmentation\BECOME\BECOME (2)_new_aug_1.jpg
BECOME,E:/new_augmentation\BECOME\BECOME (3)_new_aug_2.jpg
BECOME,E:/new_augmentation\BECOME\BECOME (4)_new_aug_3.jpg
BECOME,E:/new_augmentation\BECOME\BECOME (5)_new_aug_4.jpg
BED,E:/new_augmentation\BED\BED (1)_new_aug_0.jpg
BED,E:/new_augmentation\BED\BED (2)_new_aug_1.jpg
BED,E:/new_augmentation\BED\BED (3)_new_aug_2.jpg
BED,E:/new_augmentation\BED\BED (4)_new_aug_3.jpg
BED,E:/new_augmentation\BED\BED (5)_new_aug_4.jpg
BED,E:/new_augmentation\BED\BED (6)_new_aug_5.jpg
BED,E:/new_augmentation\BED\BED (7)_new_aug_6.jpg
BORED,E:/new_augmentation\BORED\BORED (1)_new_aug_0.jpg
BORED,E:/new_augmentation\BORED\BORED (2)_new_aug_1.jpg
BORED,E:/new_augmentation\BORED\BORED (3)_new_aug_2.jpg
BORED,E:/new_augmentation\BORED\BORED (4)_new_aug_3.jpg
BORED,E:/new_augmentation\BORED\BORED (5)_new_aug_4.jpg
BORED,E:/new_augmentation\BORED\BORED (6)_new_aug_5.jpg
BRING,E:/new_augmentation\BRING\BRING-1_new_aug_0.jpg
BRING,E:/new_augmentation\BRING\BRING-2_new_aug_1.jpg
BRING,E:/new_augmentation\BRING\BRING-3_new_aug_2.jpg
BRING,E:/new_augmentation\BRING\BRING-4_new_aug_3.jpg
BRING,E:/new_augmentation\BRING\BRING-5_new_aug_4.jpg
BRING,E:/new_augmentation\BRING\BRING-6_new_aug_5.jpg
BRING,E:/new_augmentation\BRING\BRING-7_new_aug_6.jpg
CHAT,E:/new_augmentation\CHAT\CHAT (2)_new_aug_0.jpg
